year,month,city,searched
2014,3,文昌,239538
2014,4,文昌,212811
2014,5,文昌,187876
2014,6,文昌,179556
2014,7,文昌,255010
2014,8,文昌,195733
2014,9,文昌,181631
2014,10,文昌,178921
2014,11,文昌,165478
2014,12,文昌,168868
2015,1,文昌,183663
2015,2,文昌,188953
2015,3,文昌,188819
2015,4,文昌,162063
2015,5,文昌,166043
2015,6,文昌,172118
2015,7,文昌,190030
2015,8,文昌,177380
2015,9,文昌,164888
2015,10,文昌,226237
2015,11,文昌,177636
2015,12,文昌,203433
2016,1,文昌,234845
2016,2,文昌,243080
2016,3,文昌,214645
2016,4,文昌,182831
2016,5,文昌,187603
2016,6,文昌,275538
2016,7,文昌,196838
2016,8,文昌,184892
2016,9,文昌,212242
2016,10,文昌,226056
2016,11,文昌,264698
2016,12,文昌,247912
2017,1,文昌,290181
2017,2,文昌,316546
2017,3,文昌,286812
2017,4,文昌,311635
2017,5,文昌,258447
2017,6,文昌,264590
2017,7,文昌,339581
2017,8,文昌,287881
2017,9,文昌,230181
2017,10,文昌,249011
2017,11,文昌,265349
2017,12,文昌,290590
2018,1,文昌,338865
2018,2,文昌,371539
2018,3,文昌,332935
2018,4,文昌,350131
2018,5,文昌,315509
2018,6,文昌,272113
2018,7,文昌,257870
2018,8,文昌,263203
2018,9,文昌,220997
2018,10,文昌,258363
2018,11,文昌,258512
2018,12,文昌,285791
2019,1,文昌,311972
2019,2,文昌,375970
2019,3,文昌,298822
2019,4,文昌,272479
2019,5,文昌,268072
2019,6,文昌,265295
2019,7,文昌,268892
2019,8,文昌,269269
2019,9,文昌,198521
2019,10,文昌,240721
2019,11,文昌,228613
2019,12,文昌,338276
2020,1,文昌,322074
2020,2,文昌,302526
2020,3,文昌,287800
2020,4,文昌,236726
2020,5,文昌,330232
2020,6,文昌,276182
2020,7,文昌,430825
2020,8,文昌,326896
2020,9,文昌,267755
2020,10,文昌,312180
2020,11,文昌,400926
2020,12,文昌,419229
2021,1,文昌,366304
2021,2,文昌,356794
2021,3,文昌,416615
2021,4,文昌,389531
2021,5,文昌,403561
2021,6,文昌,388024
2021,7,文昌,357213
2021,8,文昌,339098
2021,9,文昌,369567
2021,10,文昌,325231
2021,11,文昌,287419
2021,12,文昌,338461
2022,1,文昌,372084
2022,2,文昌,447274
2022,3,文昌,383018
2022,4,文昌,403204
2022,5,文昌,418013
2022,6,文昌,429113
2022,7,文昌,487376
2022,8,文昌,374397
2022,9,文昌,291525
2022,10,文昌,330335
2022,11,文昌,301680
2022,12,文昌,276150
2023,1,文昌,479312
2023,2,文昌,401583
2023,3,文昌,300303
2023,4,文昌,292847
2023,5,文昌,337478
2023,6,文昌,333121
2023,7,文昌,308789
2023,8,文昌,322331
2023,9,文昌,252777
2023,10,文昌,264310
2023,11,文昌,259790
2023,12,文昌,289826
2011,1,新乡,183973
2011,2,新乡,162604
2011,3,新乡,203708
2011,4,新乡,210909
2011,5,新乡,222191
2011,6,新乡,226039
2011,7,新乡,263064
2011,8,新乡,253109
2011,9,新乡,235769
2011,10,新乡,242168
2011,11,新乡,230648
2011,12,新乡,233085
2012,1,新乡,207637
2012,2,新乡,227034
2012,3,新乡,262135
2012,4,新乡,254256
2012,5,新乡,251921
2012,6,新乡,255947
2012,7,新乡,261143
2012,8,新乡,249483
2012,9,新乡,221072
2012,10,新乡,217564
2012,11,新乡,203478
2012,12,新乡,198567
2013,1,新乡,194428
2013,2,新乡,159143
2013,3,新乡,212223
2013,4,新乡,213415
2013,5,新乡,218353
2013,6,新乡,208362
2013,7,新乡,403491
2013,8,新乡,375000
2013,9,新乡,345720
2013,10,新乡,369022
2013,11,新乡,372999
2013,12,新乡,311194
2014,1,新乡,294457
2014,2,新乡,290332
2014,3,新乡,348446
2014,4,新乡,367709
2014,5,新乡,352023
2014,6,新乡,351350
2014,7,新乡,382946
2014,8,新乡,441699
2014,9,新乡,409501
2014,10,新乡,369816
2014,11,新乡,345062
2014,12,新乡,370478
2015,1,新乡,348128
2015,2,新乡,292031
2015,3,新乡,362515
2015,4,新乡,375220
2015,5,新乡,376005
2015,6,新乡,409909
2015,7,新乡,507304
2015,8,新乡,450060
2015,9,新乡,414199
2015,10,新乡,381440
2015,11,新乡,346394
2015,12,新乡,382631
2016,1,新乡,383227
2016,2,新乡,330473
2016,3,新乡,384988
2016,4,新乡,391889
2016,5,新乡,449478
2016,6,新乡,473901
2016,7,新乡,670627
2016,8,新乡,473952
2016,9,新乡,448995
2016,10,新乡,456937
2016,11,新乡,412654
2016,12,新乡,482856
2017,1,新乡,404059
2017,2,新乡,428751
2017,3,新乡,442836
2017,4,新乡,387121
2017,5,新乡,400748
2017,6,新乡,452136
2017,7,新乡,521826
2017,8,新乡,506391
2017,9,新乡,446555
2017,10,新乡,426680
2017,11,新乡,392830
2017,12,新乡,389983
2018,1,新乡,407904
2018,2,新乡,399123
2018,3,新乡,417145
2018,4,新乡,422667
2018,5,新乡,467026
2018,6,新乡,472227
2018,7,新乡,523291
2018,8,新乡,533387
2018,9,新乡,445824
2018,10,新乡,466289
2018,11,新乡,440794
2018,12,新乡,494248
2019,1,新乡,508342
2019,2,新乡,389974
2019,3,新乡,514910
2019,4,新乡,521648
2019,5,新乡,443646
2019,6,新乡,467423
2019,7,新乡,520458
2019,8,新乡,486835
2019,9,新乡,386832
2019,10,新乡,416364
2019,11,新乡,384309
2019,12,新乡,395750
2020,1,新乡,436069
2020,2,新乡,463375
2020,3,新乡,453258
2020,4,新乡,456769
2020,5,新乡,441828
2020,6,新乡,417495
2020,7,新乡,529445
2020,8,新乡,544656
2020,9,新乡,475626
2020,10,新乡,462085
2020,11,新乡,442099
2020,12,新乡,430419
2021,1,新乡,460108
2021,2,新乡,382607
2021,3,新乡,470367
2021,4,新乡,436877
2021,5,新乡,476374
2021,6,新乡,470677
2021,7,新乡,1003928
2021,8,新乡,534436
2021,9,新乡,426730
2021,10,新乡,422627
2021,11,新乡,414488
2021,12,新乡,393033
2022,1,新乡,480119
2022,2,新乡,415064
2022,3,新乡,451867
2022,4,新乡,419874
2022,5,新乡,412620
2022,6,新乡,447525
2022,7,新乡,477240
2022,8,新乡,420984
2022,9,新乡,435116
2022,10,新乡,647797
2022,11,新乡,445354
2022,12,新乡,388443
2023,1,新乡,427554
2023,2,新乡,392577
2023,3,新乡,440452
2023,4,新乡,545425
2023,5,新乡,420438
2023,6,新乡,438527
2023,7,新乡,481665
2023,8,新乡,464126
2023,9,新乡,407652
2023,10,新乡,401488
2023,11,新乡,381985
2023,12,新乡,407653
2011,1,新余,151298
2011,2,新余,149262
2011,3,新余,169762
2011,4,新余,170650
2011,5,新余,182710
2011,6,新余,175600
2011,7,新余,177611
2011,8,新余,179903
2011,9,新余,162226
2011,10,新余,162656
2011,11,新余,158225
2011,12,新余,160193
2012,1,新余,145564
2012,2,新余,157202
2012,3,新余,171537
2012,4,新余,162130
2012,5,新余,165867
2012,6,新余,174760
2012,7,新余,181943
2012,8,新余,168120
2012,9,新余,139189
2012,10,新余,145645
2012,11,新余,122823
2012,12,新余,120599
2013,1,新余,128757
2013,2,新余,112019
2013,3,新余,139282
2013,4,新余,140739
2013,5,新余,129579
2013,6,新余,137871
2013,7,新余,243064
2013,8,新余,244152
2013,9,新余,212712
2013,10,新余,219659
2013,11,新余,186612
2013,12,新余,212166
2014,1,新余,234491
2014,2,新余,192116
2014,3,新余,217295
2014,4,新余,216506
2014,5,新余,223155
2014,6,新余,258547
2014,7,新余,234339
2014,8,新余,286557
2014,9,新余,251173
2014,10,新余,242160
2014,11,新余,218809
2014,12,新余,238607
2015,1,新余,224058
2015,2,新余,189928
2015,3,新余,228584
2015,4,新余,213747
2015,5,新余,233382
2015,6,新余,242662
2015,7,新余,279139
2015,8,新余,293695
2015,9,新余,247063
2015,10,新余,237275
2015,11,新余,237203
2015,12,新余,258879
2016,1,新余,255933
2016,2,新余,202762
2016,3,新余,260276
2016,4,新余,239718
2016,5,新余,259604
2016,6,新余,275125
2016,7,新余,283871
2016,8,新余,276510
2016,9,新余,253004
2016,10,新余,242058
2016,11,新余,209338
2016,12,新余,220806
2017,1,新余,222633
2017,2,新余,216563
2017,3,新余,243455
2017,4,新余,222546
2017,5,新余,236599
2017,6,新余,277806
2017,7,新余,322232
2017,8,新余,323608
2017,9,新余,255968
2017,10,新余,255153
2017,11,新余,233543
2017,12,新余,223610
2018,1,新余,246265
2018,2,新余,231157
2018,3,新余,268286
2018,4,新余,268720
2018,5,新余,286303
2018,6,新余,266746
2018,7,新余,314220
2018,8,新余,325992
2018,9,新余,252004
2018,10,新余,290803
2018,11,新余,259770
2018,12,新余,264459
2019,1,新余,262608
2019,2,新余,226297
2019,3,新余,263022
2019,4,新余,291202
2019,5,新余,211310
2019,6,新余,270555
2019,7,新余,286028
2019,8,新余,312044
2019,9,新余,226815
2019,10,新余,227004
2019,11,新余,204802
2019,12,新余,184384
2020,1,新余,222807
2020,2,新余,314058
2020,3,新余,250687
2020,4,新余,240610
2020,5,新余,246343
2020,6,新余,244999
2020,7,新余,363656
2020,8,新余,387857
2020,9,新余,337594
2020,10,新余,302524
2020,11,新余,274157
2020,12,新余,301818
2021,1,新余,292496
2021,2,新余,218622
2021,3,新余,304449
2021,4,新余,274234
2021,5,新余,286026
2021,6,新余,303376
2021,7,新余,307099
2021,8,新余,301266
2021,9,新余,289782
2021,10,新余,259554
2021,11,新余,241980
2021,12,新余,256592
2022,1,新余,290297
2022,2,新余,239549
2022,3,新余,270224
2022,4,新余,253866
2022,5,新余,269386
2022,6,新余,268784
2022,7,新余,290968
2022,8,新余,258876
2022,9,新余,229324
2022,10,新余,241833
2022,11,新余,220872
2022,12,新余,219365
2023,1,新余,225314
2023,2,新余,218021
2023,3,新余,230475
2023,4,新余,220212
2023,5,新余,223177
2023,6,新余,260081
2023,7,新余,277370
2023,8,新余,274204
2023,9,新余,228745
2023,10,新余,209746
2023,11,新余,203573
2023,12,新余,202283
2011,1,无锡,409530
2011,2,无锡,369641
2011,3,无锡,493479
2011,4,无锡,477950
2011,5,无锡,484599
2011,6,无锡,478719
2011,7,无锡,518084
2011,8,无锡,480375
2011,9,无锡,441688
2011,10,无锡,466133
2011,11,无锡,444083
2011,12,无锡,465922
2012,1,无锡,397536
2012,2,无锡,451744
2012,3,无锡,513502
2012,4,无锡,524593
2012,5,无锡,497725
2012,6,无锡,506884
2012,7,无锡,509116
2012,8,无锡,433263
2012,9,无锡,415673
2012,10,无锡,418630
2012,11,无锡,375349
2012,12,无锡,364620
2013,1,无锡,372071
2013,2,无锡,317667
2013,3,无锡,414769
2013,4,无锡,416410
2013,5,无锡,417143
2013,6,无锡,408010
2013,7,无锡,786302
2013,8,无锡,723305
2013,9,无锡,713547
2013,10,无锡,747095
2013,11,无锡,679266
2013,12,无锡,627326
2014,1,无锡,599339
2014,2,无锡,670430
2014,3,无锡,758832
2014,4,无锡,764537
2014,5,无锡,763702
2014,6,无锡,742678
2014,7,无锡,829881
2014,8,无锡,882133
2014,9,无锡,796818
2014,10,无锡,799124
2014,11,无锡,728790
2014,12,无锡,720122
2015,1,无锡,765296
2015,2,无锡,682164
2015,3,无锡,893221
2015,4,无锡,857810
2015,5,无锡,819714
2015,6,无锡,868139
2015,7,无锡,998341
2015,8,无锡,990640
2015,9,无锡,854825
2015,10,无锡,851869
2015,11,无锡,799783
2015,12,无锡,807421
2016,1,无锡,812470
2016,2,无锡,772711
2016,3,无锡,907417
2016,4,无锡,882521
2016,5,无锡,918161
2016,6,无锡,903540
2016,7,无锡,976196
2016,8,无锡,979267
2016,9,无锡,915681
2016,10,无锡,922146
2016,11,无锡,818182
2016,12,无锡,903467
2017,1,无锡,874855
2017,2,无锡,908477
2017,3,无锡,1065609
2017,4,无锡,1002408
2017,5,无锡,987342
2017,6,无锡,1022919
2017,7,无锡,1159328
2017,8,无锡,1120897
2017,9,无锡,955425
2017,10,无锡,986910
2017,11,无锡,891843
2017,12,无锡,881706
2018,1,无锡,987223
2018,2,无锡,869354
2018,3,无锡,1092229
2018,4,无锡,1109857
2018,5,无锡,1047208
2018,6,无锡,992159
2018,7,无锡,1123188
2018,8,无锡,1114346
2018,9,无锡,1026303
2018,10,无锡,1064270
2018,11,无锡,959167
2018,12,无锡,1013746
2019,1,无锡,963368
2019,2,无锡,867467
2019,3,无锡,1095007
2019,4,无锡,1228558
2019,5,无锡,980260
2019,6,无锡,906056
2019,7,无锡,987082
2019,8,无锡,1052704
2019,9,无锡,855483
2019,10,无锡,1984768
2019,11,无锡,825040
2019,12,无锡,722700
2020,1,无锡,756226
2020,2,无锡,868171
2020,3,无锡,832195
2020,4,无锡,889585
2020,5,无锡,933701
2020,6,无锡,940418
2020,7,无锡,1162598
2020,8,无锡,1211264
2020,9,无锡,1148352
2020,10,无锡,1078652
2020,11,无锡,1022209
2020,12,无锡,1028600
2021,1,无锡,1007122
2021,2,无锡,892456
2021,3,无锡,1118597
2021,4,无锡,1052315
2021,5,无锡,1033662
2021,6,无锡,1055907
2021,7,无锡,1160709
2021,8,无锡,1011098
2021,9,无锡,938791
2021,10,无锡,951735
2021,11,无锡,890902
2021,12,无锡,974435
2022,1,无锡,978665
2022,2,无锡,1011893
2022,3,无锡,1047631
2022,4,无锡,974375
2022,5,无锡,910871
2022,6,无锡,993515
2022,7,无锡,1242616
2022,8,无锡,944935
2022,9,无锡,862180
2022,10,无锡,862090
2022,11,无锡,810666
2022,12,无锡,741766
2023,1,无锡,847479
2023,2,无锡,913882
2023,3,无锡,1011588
2023,4,无锡,918190
2023,5,无锡,878787
2023,6,无锡,930580
2023,7,无锡,1034255
2023,8,无锡,944694
2023,9,无锡,825165
2023,10,无锡,792854
2023,11,无锡,754374
2023,12,无锡,790467
2011,1,日喀则,60354
2011,2,日喀则,64439
2011,3,日喀则,73226
2011,4,日喀则,81228
2011,5,日喀则,96933
2011,6,日喀则,103594
2011,7,日喀则,130371
2011,8,日喀则,112002
2011,9,日喀则,113176
2011,10,日喀则,92635
2011,11,日喀则,85731
2011,12,日喀则,79111
2012,1,日喀则,65053
2012,2,日喀则,88994
2012,3,日喀则,95094
2012,4,日喀则,93300
2012,5,日喀则,113154
2012,6,日喀则,117804
2012,7,日喀则,133895
2012,8,日喀则,118524
2012,9,日喀则,96315
2012,10,日喀则,93271
2012,11,日喀则,76487
2012,12,日喀则,73161
2013,1,日喀则,76236
2013,2,日喀则,62622
2013,3,日喀则,88177
2013,4,日喀则,85087
2013,5,日喀则,110909
2013,6,日喀则,107616
2013,7,日喀则,204907
2013,8,日喀则,182815
2013,9,日喀则,152454
2013,10,日喀则,149176
2013,11,日喀则,112613
2013,12,日喀则,109254
2014,1,日喀则,110707
2014,2,日喀则,118747
2014,3,日喀则,177945
2014,4,日喀则,154614
2014,5,日喀则,172155
2014,6,日喀则,183660
2014,7,日喀则,283816
2014,8,日喀则,389835
2014,9,日喀则,212741
2014,10,日喀则,189070
2014,11,日喀则,161234
2014,12,日喀则,161824
2015,1,日喀则,145725
2015,2,日喀则,120341
2015,3,日喀则,169641
2015,4,日喀则,281691
2015,5,日喀则,229625
2015,6,日喀则,231345
2015,7,日喀则,296145
2015,8,日喀则,289075
2015,9,日喀则,260453
2015,10,日喀则,206744
2015,11,日喀则,189270
2015,12,日喀则,175019
2016,1,日喀则,158574
2016,2,日喀则,150613
2016,3,日喀则,211068
2016,4,日喀则,226853
2016,5,日喀则,288501
2016,6,日喀则,285097
2016,7,日喀则,343320
2016,8,日喀则,303233
2016,9,日喀则,265883
2016,10,日喀则,256099
2016,11,日喀则,187103
2016,12,日喀则,199979
2017,1,日喀则,182528
2017,2,日喀则,212317
2017,3,日喀则,267547
2017,4,日喀则,244623
2017,5,日喀则,279409
2017,6,日喀则,312981
2017,7,日喀则,474051
2017,8,日喀则,432441
2017,9,日喀则,334980
2017,10,日喀则,306410
2017,11,日喀则,258895
2017,12,日喀则,233197
2018,1,日喀则,223240
2018,2,日喀则,198249
2018,3,日喀则,275470
2018,4,日喀则,289455
2018,5,日喀则,308868
2018,6,日喀则,279506
2018,7,日喀则,342861
2018,8,日喀则,332012
2018,9,日喀则,251613
2018,10,日喀则,278075
2018,11,日喀则,226745
2018,12,日喀则,227340
2019,1,日喀则,214141
2019,2,日喀则,235270
2019,3,日喀则,268047
2019,4,日喀则,278650
2019,5,日喀则,301788
2019,6,日喀则,290666
2019,7,日喀则,336525
2019,8,日喀则,331813
2019,9,日喀则,277473
2019,10,日喀则,304559
2019,11,日喀则,250711
2019,12,日喀则,258185
2020,1,日喀则,220563
2020,2,日喀则,233738
2020,3,日喀则,306187
2020,4,日喀则,274582
2020,5,日喀则,268435
2020,6,日喀则,295084
2020,7,日喀则,316590
2020,8,日喀则,319340
2020,9,日喀则,325914
2020,10,日喀则,337141
2020,11,日喀则,269105
2020,12,日喀则,312686
2021,1,日喀则,385511
2021,2,日喀则,260137
2021,3,日喀则,320256
2021,4,日喀则,314203
2021,5,日喀则,313520
2021,6,日喀则,300530
2021,7,日喀则,328765
2021,8,日喀则,299756
2021,9,日喀则,290376
2021,10,日喀则,278691
2021,11,日喀则,237051
2021,12,日喀则,245105
2022,1,日喀则,236698
2022,2,日喀则,255238
2022,3,日喀则,286406
2022,4,日喀则,300472
2022,5,日喀则,327302
2022,6,日喀则,316694
2022,7,日喀则,366099
2022,8,日喀则,517401
2022,9,日喀则,243734
2022,10,日喀则,232051
2022,11,日喀则,234448
2022,12,日喀则,211817
2023,1,日喀则,234953
2023,2,日喀则,255415
2023,3,日喀则,300485
2023,4,日喀则,292785
2023,5,日喀则,310011
2023,6,日喀则,331511
2023,7,日喀则,360686
2023,8,日喀则,322185
2023,9,日喀则,270313
2023,10,日喀则,267455
2023,11,日喀则,219832
2023,12,日喀则,227148
2011,1,日照,217360
2011,2,日照,219890
2011,3,日照,277555
2011,4,日照,290570
2011,5,日照,327582
2011,6,日照,347416
2011,7,日照,488021
2011,8,日照,445771
2011,9,日照,291569
2011,10,日照,258606
2011,11,日照,229892
2011,12,日照,226635
2012,1,日照,197376
2012,2,日照,249864
2012,3,日照,327403
2012,4,日照,302957
2012,5,日照,319407
2012,6,日照,340713
2012,7,日照,447524
2012,8,日照,411368
2012,9,日照,292272
2012,10,日照,240083
2012,11,日照,196408
2012,12,日照,195936
2013,1,日照,272966
2013,2,日照,182513
2013,3,日照,268421
2013,4,日照,279787
2013,5,日照,278152
2013,6,日照,308008
2013,7,日照,680620
2013,8,日照,617003
2013,9,日照,430067
2013,10,日照,416687
2013,11,日照,342849
2013,12,日照,291046
2014,1,日照,293514
2014,2,日照,331213
2014,3,日照,410373
2014,4,日照,458027
2014,5,日照,487990
2014,6,日照,551358
2014,7,日照,743349
2014,8,日照,706882
2014,9,日照,492900
2014,10,日照,410647
2014,11,日照,325197
2014,12,日照,329695
2015,1,日照,353026
2015,2,日照,308951
2015,3,日照,423201
2015,4,日照,489534
2015,5,日照,526161
2015,6,日照,618265
2015,7,日照,958332
2015,8,日照,809255
2015,9,日照,477148
2015,10,日照,446909
2015,11,日照,345397
2015,12,日照,362795
2016,1,日照,354731
2016,2,日照,349116
2016,3,日照,421093
2016,4,日照,465102
2016,5,日照,470893
2016,6,日照,533015
2016,7,日照,714627
2016,8,日照,681790
2016,9,日照,473988
2016,10,日照,452099
2016,11,日照,346010
2016,12,日照,366116
2017,1,日照,360715
2017,2,日照,384852
2017,3,日照,452184
2017,4,日照,455900
2017,5,日照,521901
2017,6,日照,601025
2017,7,日照,854292
2017,8,日照,876641
2017,9,日照,577807
2017,10,日照,470282
2017,11,日照,372302
2017,12,日照,384750
2018,1,日照,411235
2018,2,日照,372284
2018,3,日照,455311
2018,4,日照,506288
2018,5,日照,498097
2018,6,日照,534890
2018,7,日照,748412
2018,8,日照,726933
2018,9,日照,455583
2018,10,日照,461777
2018,11,日照,400120
2018,12,日照,434342
2019,1,日照,452584
2019,2,日照,419025
2019,3,日照,492798
2019,4,日照,550034
2019,5,日照,528934
2019,6,日照,551815
2019,7,日照,708749
2019,8,日照,739918
2019,9,日照,470574
2019,10,日照,463830
2019,11,日照,362373
2019,12,日照,338202
2020,1,日照,327186
2020,2,日照,356125
2020,3,日照,399806
2020,4,日照,427111
2020,5,日照,474944
2020,6,日照,441154
2020,7,日照,542627
2020,8,日照,608132
2020,9,日照,494069
2020,10,日照,467648
2020,11,日照,383259
2020,12,日照,398528
2021,1,日照,417187
2021,2,日照,351403
2021,3,日照,438207
2021,4,日照,492380
2021,5,日照,491988
2021,6,日照,512448
2021,7,日照,689478
2021,8,日照,434287
2021,9,日照,438853
2021,10,日照,513675
2021,11,日照,347425
2021,12,日照,339631
2022,1,日照,361215
2022,2,日照,370511
2022,3,日照,409074
2022,4,日照,363652
2022,5,日照,371425
2022,6,日照,447906
2022,7,日照,567514
2022,8,日照,555674
2022,9,日照,377002
2022,10,日照,360382
2022,11,日照,330962
2022,12,日照,316792
2023,1,日照,361114
2023,2,日照,418720
2023,3,日照,399962
2023,4,日照,518368
2023,5,日照,466128
2023,6,日照,545881
2023,7,日照,754593
2023,8,日照,709627
2023,9,日照,455991
2023,10,日照,383876
2023,11,日照,296941
2023,12,日照,312082
2011,1,昆明,410518
2011,2,昆明,391338
2011,3,昆明,454706
2011,4,昆明,433544
2011,5,昆明,451763
2011,6,昆明,461736
2011,7,昆明,536530
2011,8,昆明,534634
2011,9,昆明,455217
2011,10,昆明,455344
2011,11,昆明,453755
2011,12,昆明,449711
2012,1,昆明,429846
2012,2,昆明,466384
2012,3,昆明,503188
2012,4,昆明,474238
2012,5,昆明,480804
2012,6,昆明,488003
2012,7,昆明,553625
2012,8,昆明,538350
2012,9,昆明,446258
2012,10,昆明,434095
2012,11,昆明,413529
2012,12,昆明,416112
2013,1,昆明,443999
2013,2,昆明,340166
2013,3,昆明,482126
2013,4,昆明,460082
2013,5,昆明,503703
2013,6,昆明,456639
2013,7,昆明,983311
2013,8,昆明,897465
2013,9,昆明,747446
2013,10,昆明,755915
2013,11,昆明,683707
2013,12,昆明,746811
2014,1,昆明,685363
2014,2,昆明,741371
2014,3,昆明,4350476
2014,4,昆明,783416
2014,5,昆明,807172
2014,6,昆明,836468
2014,7,昆明,960096
2014,8,昆明,961204
2014,9,昆明,859727
2014,10,昆明,904723
2014,11,昆明,755855
2014,12,昆明,811518
2015,1,昆明,823316
2015,2,昆明,719604
2015,3,昆明,919414
2015,4,昆明,808632
2015,5,昆明,806575
2015,6,昆明,891999
2015,7,昆明,1111812
2015,8,昆明,1033857
2015,9,昆明,808937
2015,10,昆明,803506
2015,11,昆明,795278
2015,12,昆明,843561
2016,1,昆明,838163
2016,2,昆明,776312
2016,3,昆明,859361
2016,4,昆明,772696
2016,5,昆明,813022
2016,6,昆明,875773
2016,7,昆明,1034851
2016,8,昆明,961932
2016,9,昆明,779683
2016,10,昆明,806906
2016,11,昆明,776649
2016,12,昆明,842686
2017,1,昆明,864868
2017,2,昆明,799782
2017,3,昆明,934003
2017,4,昆明,859663
2017,5,昆明,960359
2017,6,昆明,1034752
2017,7,昆明,1369696
2017,8,昆明,1209704
2017,9,昆明,986827
2017,10,昆明,988895
2017,11,昆明,904243
2017,12,昆明,934410
2018,1,昆明,1092682
2018,2,昆明,1042410
2018,3,昆明,1139297
2018,4,昆明,1102015
2018,5,昆明,1134656
2018,6,昆明,1058812
2018,7,昆明,1230124
2018,8,昆明,1177799
2018,9,昆明,983146
2018,10,昆明,1032776
2018,11,昆明,999450
2018,12,昆明,1109431
2019,1,昆明,1087655
2019,2,昆明,986035
2019,3,昆明,1122092
2019,4,昆明,1019749
2019,5,昆明,990863
2019,6,昆明,944322
2019,7,昆明,970538
2019,8,昆明,865868
2019,9,昆明,741502
2019,10,昆明,819676
2019,11,昆明,808101
2019,12,昆明,816109
2020,1,昆明,714700
2020,2,昆明,631977
2020,3,昆明,694209
2020,4,昆明,675935
2020,5,昆明,1503609
2020,6,昆明,1013093
2020,7,昆明,2491061
2020,8,昆明,2264463
2020,9,昆明,937774
2020,10,昆明,1389405
2020,11,昆明,841672
2020,12,昆明,905389
2021,1,昆明,968913
2021,2,昆明,782055
2021,3,昆明,1004994
2021,4,昆明,867897
2021,5,昆明,853193
2021,6,昆明,897449
2021,7,昆明,954780
2021,8,昆明,852882
2021,9,昆明,794029
2021,10,昆明,831871
2021,11,昆明,739088
2021,12,昆明,843074
2022,1,昆明,780268
2022,2,昆明,836792
2022,3,昆明,1005268
2022,4,昆明,810369
2022,5,昆明,757933
2022,6,昆明,828841
2022,7,昆明,1016888
2022,8,昆明,947302
2022,9,昆明,814444
2022,10,昆明,712933
2022,11,昆明,726626
2022,12,昆明,743456
2023,1,昆明,958016
2023,2,昆明,855161
2023,3,昆明,888218
2023,4,昆明,840910
2023,5,昆明,795608
2023,6,昆明,852610
2023,7,昆明,1006608
2023,8,昆明,918054
2023,9,昆明,730236
2023,10,昆明,713893
2023,11,昆明,720391
2023,12,昆明,786906
2011,1,昌吉,66241
2011,2,昌吉,60085
2011,3,昌吉,74347
2011,4,昌吉,67856
2011,5,昌吉,75229
2011,6,昌吉,77112
2011,7,昌吉,88038
2011,8,昌吉,88545
2011,9,昌吉,76919
2011,10,昌吉,81278
2011,11,昌吉,78071
2011,12,昌吉,75412
2012,1,昌吉,66014
2012,2,昌吉,79295
2012,3,昌吉,85294
2012,4,昌吉,78909
2012,5,昌吉,85979
2012,6,昌吉,81800
2012,7,昌吉,91445
2012,8,昌吉,86754
2012,9,昌吉,81531
2012,10,昌吉,84271
2012,11,昌吉,77870
2012,12,昌吉,67835
2013,1,昌吉,67434
2013,2,昌吉,48190
2013,3,昌吉,79348
2013,4,昌吉,73472
2013,5,昌吉,72242
2013,6,昌吉,81236
2013,7,昌吉,145158
2013,8,昌吉,149049
2013,9,昌吉,134851
2013,10,昌吉,126595
2013,11,昌吉,117190
2013,12,昌吉,113945
2014,1,昌吉,110558
2014,2,昌吉,115523
2014,3,昌吉,134636
2014,4,昌吉,132816
2014,5,昌吉,142723
2014,6,昌吉,131153
2014,7,昌吉,136643
2014,8,昌吉,168092
2014,9,昌吉,153335
2014,10,昌吉,141747
2014,11,昌吉,129305
2014,12,昌吉,135002
2015,1,昌吉,130700
2015,2,昌吉,107926
2015,3,昌吉,154983
2015,4,昌吉,141056
2015,5,昌吉,140439
2015,6,昌吉,155861
2015,7,昌吉,199125
2015,8,昌吉,192818
2015,9,昌吉,155854
2015,10,昌吉,147389
2015,11,昌吉,136317
2015,12,昌吉,140118
2016,1,昌吉,141326
2016,2,昌吉,122029
2016,3,昌吉,145447
2016,4,昌吉,135781
2016,5,昌吉,153769
2016,6,昌吉,152266
2016,7,昌吉,172622
2016,8,昌吉,172293
2016,9,昌吉,171480
2016,10,昌吉,166084
2016,11,昌吉,142669
2016,12,昌吉,224031
2017,1,昌吉,139919
2017,2,昌吉,148048
2017,3,昌吉,179677
2017,4,昌吉,166848
2017,5,昌吉,178278
2017,6,昌吉,227362
2017,7,昌吉,278717
2017,8,昌吉,270436
2017,9,昌吉,215489
2017,10,昌吉,207805
2017,11,昌吉,201428
2017,12,昌吉,198828
2018,1,昌吉,221194
2018,2,昌吉,202186
2018,3,昌吉,240911
2018,4,昌吉,252189
2018,5,昌吉,248100
2018,6,昌吉,234507
2018,7,昌吉,276773
2018,8,昌吉,278084
2018,9,昌吉,234068
2018,10,昌吉,241349
2018,11,昌吉,228822
2018,12,昌吉,228372
2019,1,昌吉,206186
2019,2,昌吉,226916
2019,3,昌吉,223078
2019,4,昌吉,223320
2019,5,昌吉,223153
2019,6,昌吉,225790
2019,7,昌吉,266669
2019,8,昌吉,262932
2019,9,昌吉,189076
2019,10,昌吉,196918
2019,11,昌吉,178906
2019,12,昌吉,210740
2020,1,昌吉,191210
2020,2,昌吉,185044
