year,month,city,searched
2023,6,台湾,1135687
2023,7,台湾,1096663
2023,8,台湾,1107491
2023,9,台湾,991928
2023,10,台湾,1014822
2023,11,台湾,1024159
2023,12,台湾,1055179
2011,1,合肥,367511
2011,2,合肥,334245
2011,3,合肥,414476
2011,4,合肥,409500
2011,5,合肥,419050
2011,6,合肥,428738
2011,7,合肥,465415
2011,8,合肥,518122
2011,9,合肥,447137
2011,10,合肥,445521
2011,11,合肥,441359
2011,12,合肥,481471
2012,1,合肥,394790
2012,2,合肥,476739
2012,3,合肥,513649
2012,4,合肥,472571
2012,5,合肥,465969
2012,6,合肥,463553
2012,7,合肥,492075
2012,8,合肥,504402
2012,9,合肥,425132
2012,10,合肥,424477
2012,11,合肥,395900
2012,12,合肥,390578
2013,1,合肥,385766
2013,2,合肥,321016
2013,3,合肥,416541
2013,4,合肥,412465
2013,5,合肥,439584
2013,6,合肥,416322
2013,7,合肥,822353
2013,8,合肥,795862
2013,9,合肥,717676
2013,10,合肥,777514
2013,11,合肥,741732
2013,12,合肥,703181
2014,1,合肥,696830
2014,2,合肥,714180
2014,3,合肥,804990
2014,4,合肥,796162
2014,5,合肥,805915
2014,6,合肥,785015
2014,7,合肥,856508
2014,8,合肥,948966
2014,9,合肥,878775
2014,10,合肥,907121
2014,11,合肥,857391
2014,12,合肥,860652
2015,1,合肥,863084
2015,2,合肥,711083
2015,3,合肥,939276
2015,4,合肥,897294
2015,5,合肥,905747
2015,6,合肥,971698
2015,7,合肥,1072433
2015,8,合肥,1047702
2015,9,合肥,915315
2015,10,合肥,936750
2015,11,合肥,892113
2015,12,合肥,947669
2016,1,合肥,954572
2016,2,合肥,819497
2016,3,合肥,1019883
2016,4,合肥,989269
2016,5,合肥,1015797
2016,6,合肥,990347
2016,7,合肥,1083767
2016,8,合肥,1015003
2016,9,合肥,925182
2016,10,合肥,909092
2016,11,合肥,819268
2016,12,合肥,886180
2017,1,合肥,824820
2017,2,合肥,825564
2017,3,合肥,944426
2017,4,合肥,836652
2017,5,合肥,918016
2017,6,合肥,992022
2017,7,合肥,1146145
2017,8,合肥,1086035
2017,9,合肥,935719
2017,10,合肥,912754
2017,11,合肥,844560
2017,12,合肥,867788
2018,1,合肥,1045072
2018,2,合肥,801085
2018,3,合肥,983742
2018,4,合肥,950302
2018,5,合肥,988802
2018,6,合肥,976796
2018,7,合肥,1110317
2018,8,合肥,1086264
2018,9,合肥,976476
2018,10,合肥,1051386
2018,11,合肥,1024553
2018,12,合肥,996601
2019,1,合肥,943827
2019,2,合肥,800697
2019,3,合肥,917471
2019,4,合肥,1099872
2019,5,合肥,949464
2019,6,合肥,973926
2019,7,合肥,1015056
2019,8,合肥,849969
2019,9,合肥,742160
2019,10,合肥,738235
2019,11,合肥,815826
2019,12,合肥,693980
2020,1,合肥,743338
2020,2,合肥,741532
2020,3,合肥,748921
2020,4,合肥,832146
2020,5,合肥,931140
2020,6,合肥,978858
2020,7,合肥,1136655
2020,8,合肥,1157125
2020,9,合肥,1040834
2020,10,合肥,982694
2020,11,合肥,919431
2020,12,合肥,981682
2021,1,合肥,1061430
2021,2,合肥,835701
2021,3,合肥,1035275
2021,4,合肥,958507
2021,5,合肥,1021933
2021,6,合肥,945857
2021,7,合肥,1050083
2021,8,合肥,965200
2021,9,合肥,901600
2021,10,合肥,864906
2021,11,合肥,860299
2021,12,合肥,821469
2022,1,合肥,900519
2022,2,合肥,864938
2022,3,合肥,971001
2022,4,合肥,929589
2022,5,合肥,906267
2022,6,合肥,942399
2022,7,合肥,997068
2022,8,合肥,956857
2022,9,合肥,862257
2022,10,合肥,868010
2022,11,合肥,849350
2022,12,合肥,795652
2023,1,合肥,829605
2023,2,合肥,861158
2023,3,合肥,869688
2023,4,合肥,890222
2023,5,合肥,844323
2023,6,合肥,894307
2023,7,合肥,955557
2023,8,合肥,898365
2023,9,合肥,857171
2023,10,合肥,877764
2023,11,合肥,802974
2023,12,合肥,799977
2011,1,吉安,175073
2011,2,吉安,147796
2011,3,吉安,174103
2011,4,吉安,175166
2011,5,吉安,184090
2011,6,吉安,187636
2011,7,吉安,196676
2011,8,吉安,198731
2011,9,吉安,203264
2011,10,吉安,183608
2011,11,吉安,172288
2011,12,吉安,169390
2012,1,吉安,164567
2012,2,吉安,181387
2012,3,吉安,215005
2012,4,吉安,190397
2012,5,吉安,205196
2012,6,吉安,175270
2012,7,吉安,202264
2012,8,吉安,186753
2012,9,吉安,171953
2012,10,吉安,171130
2012,11,吉安,148898
2012,12,吉安,144514
2013,1,吉安,153908
2013,2,吉安,112345
2013,3,吉安,149617
2013,4,吉安,153887
2013,5,吉安,151923
2013,6,吉安,148739
2013,7,吉安,271877
2013,8,吉安,259164
2013,9,吉安,254626
2013,10,吉安,271573
2013,11,吉安,239955
2013,12,吉安,238774
2014,1,吉安,293759
2014,2,吉安,240324
2014,3,吉安,272869
2014,4,吉安,267133
2014,5,吉安,289446
2014,6,吉安,380444
2014,7,吉安,313275
2014,8,吉安,344341
2014,9,吉安,339648
2014,10,吉安,303521
2014,11,吉安,265318
2014,12,吉安,292802
2015,1,吉安,296291
2015,2,吉安,277515
2015,3,吉安,304074
2015,4,吉安,293334
2015,5,吉安,291794
2015,6,吉安,344316
2015,7,吉安,820406
2015,8,吉安,547654
2015,9,吉安,428521
2015,10,吉安,355596
2015,11,吉安,327007
2015,12,吉安,351662
2016,1,吉安,388683
2016,2,吉安,435888
2016,3,吉安,389230
2016,4,吉安,357601
2016,5,吉安,365346
2016,6,吉安,349958
2016,7,吉安,417532
2016,8,吉安,374477
2016,9,吉安,343016
2016,10,吉安,351082
2016,11,吉安,286232
2016,12,吉安,299411
2017,1,吉安,302018
2017,2,吉安,262317
2017,3,吉安,296979
2017,4,吉安,312752
2017,5,吉安,337359
2017,6,吉安,353380
2017,7,吉安,435181
2017,8,吉安,431419
2017,9,吉安,369090
2017,10,吉安,447471
2017,11,吉安,325072
2017,12,吉安,597501
2018,1,吉安,500466
2018,2,吉安,505098
2018,3,吉安,485444
2018,4,吉安,467919
2018,5,吉安,492046
2018,6,吉安,465071
2018,7,吉安,501276
2018,8,吉安,507849
2018,9,吉安,432317
2018,10,吉安,499883
2018,11,吉安,429680
2018,12,吉安,465038
2019,1,吉安,544746
2019,2,吉安,488574
2019,3,吉安,434534
2019,4,吉安,424537
2019,5,吉安,382344
2019,6,吉安,440120
2019,7,吉安,415553
2019,8,吉安,457307
2019,9,吉安,379490
2019,10,吉安,367526
2019,11,吉安,333316
2019,12,吉安,365502
2020,1,吉安,426908
2020,2,吉安,424305
2020,3,吉安,410478
2020,4,吉安,400145
2020,5,吉安,420465
2020,6,吉安,388506
2020,7,吉安,478426
2020,8,吉安,494766
2020,9,吉安,442453
2020,10,吉安,444352
2020,11,吉安,419637
2020,12,吉安,461242
2021,1,吉安,474977
2021,2,吉安,402410
2021,3,吉安,472846
2021,4,吉安,453999
2021,5,吉安,445090
2021,6,吉安,468510
2021,7,吉安,485968
2021,8,吉安,472043
2021,9,吉安,535498
2021,10,吉安,402290
2021,11,吉安,393295
2021,12,吉安,392037
2022,1,吉安,439269
2022,2,吉安,426118
2022,3,吉安,455029
2022,4,吉安,434186
2022,5,吉安,425306
2022,6,吉安,439995
2022,7,吉安,507229
2022,8,吉安,528888
2022,9,吉安,486661
2022,10,吉安,381350
2022,11,吉安,424375
2022,12,吉安,389493
2023,1,吉安,475140
2023,2,吉安,385547
2023,3,吉安,408744
2023,4,吉安,432853
2023,5,吉安,412244
2023,6,吉安,394893
2023,7,吉安,505859
2023,8,吉安,457771
2023,9,吉安,379881
2023,10,吉安,362189
2023,11,吉安,326407
2023,12,吉安,384959
2011,1,吉林市,242216
2011,2,吉林市,186861
2011,3,吉林市,214485
2011,4,吉林市,210790
2011,5,吉林市,206242
2011,6,吉林市,205686
2011,7,吉林市,213892
2011,8,吉林市,224318
2011,9,吉林市,202503
2011,10,吉林市,195524
2011,11,吉林市,223204
2011,12,吉林市,194581
2012,1,吉林市,179095
2012,2,吉林市,182819
2012,3,吉林市,197093
2012,4,吉林市,186827
2012,5,吉林市,187161
2012,6,吉林市,177722
2012,7,吉林市,196219
2012,8,吉林市,223873
2012,9,吉林市,163760
2012,10,吉林市,162906
2012,11,吉林市,155497
2012,12,吉林市,140477
2013,1,吉林市,138659
2013,2,吉林市,114152
2013,3,吉林市,144779
2013,4,吉林市,148181
2013,5,吉林市,148093
2013,6,吉林市,172314
2013,7,吉林市,316422
2013,8,吉林市,294641
2013,9,吉林市,238067
2013,10,吉林市,263175
2013,11,吉林市,275154
2013,12,吉林市,235959
2014,1,吉林市,225567
2014,2,吉林市,238761
2014,3,吉林市,260144
2014,4,吉林市,241412
2014,5,吉林市,262289
2014,6,吉林市,242164
2014,7,吉林市,263042
2014,8,吉林市,323386
2014,9,吉林市,281715
2014,10,吉林市,265516
2014,11,吉林市,256824
2014,12,吉林市,271929
2015,1,吉林市,262813
2015,2,吉林市,217046
2015,3,吉林市,271399
2015,4,吉林市,247409
2015,5,吉林市,241661
2015,6,吉林市,276637
2015,7,吉林市,370740
2015,8,吉林市,352927
2015,9,吉林市,335677
2015,10,吉林市,283914
2015,11,吉林市,251333
2015,12,吉林市,263030
2016,1,吉林市,257156
2016,2,吉林市,216652
2016,3,吉林市,239141
2016,4,吉林市,232760
2016,5,吉林市,257365
2016,6,吉林市,314627
2016,7,吉林市,315010
2016,8,吉林市,302060
2016,9,吉林市,274584
2016,10,吉林市,274825
2016,11,吉林市,244483
2016,12,吉林市,306154
2017,1,吉林市,266300
2017,2,吉林市,270239
2017,3,吉林市,299690
2017,4,吉林市,288259
2017,5,吉林市,303748
2017,6,吉林市,381168
2017,7,吉林市,494707
2017,8,吉林市,423733
2017,9,吉林市,343662
2017,10,吉林市,335179
2017,11,吉林市,337318
2017,12,吉林市,352926
2018,1,吉林市,373710
2018,2,吉林市,292532
2018,3,吉林市,313459
2018,4,吉林市,293894
2018,5,吉林市,332478
2018,6,吉林市,375059
2018,7,吉林市,381397
2018,8,吉林市,356689
2018,9,吉林市,269296
2018,10,吉林市,320374
2018,11,吉林市,269239
2018,12,吉林市,299948
2019,1,吉林市,283075
2019,2,吉林市,301266
2019,3,吉林市,321151
2019,4,吉林市,329599
2019,5,吉林市,319972
2019,6,吉林市,404073
2019,7,吉林市,401607
2019,8,吉林市,389862
2019,9,吉林市,312330
2019,10,吉林市,303933
2019,11,吉林市,286755
2019,12,吉林市,323724
2020,1,吉林市,331229
2020,2,吉林市,345827
2020,3,吉林市,349106
2020,4,吉林市,311629
2020,5,吉林市,832995
2020,6,吉林市,356396
2020,7,吉林市,401059
2020,8,吉林市,434850
2020,9,吉林市,373013
2020,10,吉林市,303971
2020,11,吉林市,288547
2020,12,吉林市,316657
2021,1,吉林市,385913
2021,2,吉林市,276056
2021,3,吉林市,288577
2021,4,吉林市,289546
2021,5,吉林市,289336
2021,6,吉林市,307799
2021,7,吉林市,357708
2021,8,吉林市,325126
2021,9,吉林市,331782
2021,10,吉林市,327197
2021,11,吉林市,346865
2021,12,吉林市,299267
2022,1,吉林市,326608
2022,2,吉林市,360273
2022,3,吉林市,1222391
2022,4,吉林市,548949
2022,5,吉林市,338947
2022,6,吉林市,380228
2022,7,吉林市,371556
2022,8,吉林市,364967
2022,9,吉林市,276588
2022,10,吉林市,304729
2022,11,吉林市,355097
2022,12,吉林市,265559
2023,1,吉林市,315329
2023,2,吉林市,297547
2023,3,吉林市,283340
2023,4,吉林市,385549
2023,5,吉林市,302051
2023,6,吉林市,326276
2023,7,吉林市,412761
2023,8,吉林市,513610
2023,9,吉林市,311336
2023,10,吉林市,310354
2023,11,吉林市,301264
2023,12,吉林市,339413
2011,1,吐鲁番,72701
2011,2,吐鲁番,75965
2011,3,吐鲁番,119089
2011,4,吐鲁番,101791
2011,5,吐鲁番,111363
2011,6,吐鲁番,132476
2011,7,吐鲁番,166143
2011,8,吐鲁番,149602
2011,9,吐鲁番,131666
2011,10,吐鲁番,111404
2011,11,吐鲁番,99217
2011,12,吐鲁番,97430
2012,1,吐鲁番,83605
2012,2,吐鲁番,109962
2012,3,吐鲁番,136975
2012,4,吐鲁番,118666
2012,5,吐鲁番,127520
2012,6,吐鲁番,138633
2012,7,吐鲁番,170487
2012,8,吐鲁番,152572
2012,9,吐鲁番,125015
2012,10,吐鲁番,103127
2012,11,吐鲁番,86705
2012,12,吐鲁番,82535
2013,1,吐鲁番,71437
2013,2,吐鲁番,66541
2013,3,吐鲁番,112883
2013,4,吐鲁番,94946
2013,5,吐鲁番,97121
2013,6,吐鲁番,150279
2013,7,吐鲁番,251289
2013,8,吐鲁番,246539
2013,9,吐鲁番,203025
2013,10,吐鲁番,194998
2013,11,吐鲁番,156410
2013,12,吐鲁番,132987
2014,1,吐鲁番,116870
2014,2,吐鲁番,129189
2014,3,吐鲁番,180845
2014,4,吐鲁番,162027
2014,5,吐鲁番,199770
2014,6,吐鲁番,179066
2014,7,吐鲁番,204318
2014,8,吐鲁番,222565
2014,9,吐鲁番,224643
2014,10,吐鲁番,185587
2014,11,吐鲁番,158654
2014,12,吐鲁番,165091
2015,1,吐鲁番,159560
2015,2,吐鲁番,137157
2015,3,吐鲁番,211694
2015,4,吐鲁番,268490
2015,5,吐鲁番,214802
2015,6,吐鲁番,251211
2015,7,吐鲁番,391603
2015,8,吐鲁番,400401
2015,9,吐鲁番,287293
2015,10,吐鲁番,213410
2015,11,吐鲁番,177143
2015,12,吐鲁番,177900
2016,1,吐鲁番,161429
2016,2,吐鲁番,147344
2016,3,吐鲁番,229099
2016,4,吐鲁番,208174
2016,5,吐鲁番,246871
2016,6,吐鲁番,280258
2016,7,吐鲁番,314651
2016,8,吐鲁番,302362
2016,9,吐鲁番,296022
2016,10,吐鲁番,247174
2016,11,吐鲁番,172380
2016,12,吐鲁番,181423
2017,1,吐鲁番,169950
2017,2,吐鲁番,185733
2017,3,吐鲁番,358034
2017,4,吐鲁番,270343
2017,5,吐鲁番,305453
2017,6,吐鲁番,379236
2017,7,吐鲁番,677424
2017,8,吐鲁番,467629
2017,9,吐鲁番,388309
2017,10,吐鲁番,319354
2017,11,吐鲁番,263566
2017,12,吐鲁番,234188
2018,1,吐鲁番,255182
2018,2,吐鲁番,201287
2018,3,吐鲁番,299106
2018,4,吐鲁番,289031
2018,5,吐鲁番,310891
2018,6,吐鲁番,308683
2018,7,吐鲁番,409210
2018,8,吐鲁番,407092
2018,9,吐鲁番,277367
2018,10,吐鲁番,318592
2018,11,吐鲁番,244186
2018,12,吐鲁番,221286
2019,1,吐鲁番,224107
2019,2,吐鲁番,223456
2019,3,吐鲁番,281593
2019,4,吐鲁番,288782
2019,5,吐鲁番,292952
2019,6,吐鲁番,289771
2019,7,吐鲁番,369204
2019,8,吐鲁番,375055
2019,9,吐鲁番,253758
2019,10,吐鲁番,273228
2019,11,吐鲁番,223192
2019,12,吐鲁番,220261
2020,1,吐鲁番,206361
2020,2,吐鲁番,261474
2020,3,吐鲁番,316880
2020,4,吐鲁番,262624
2020,5,吐鲁番,251259
2020,6,吐鲁番,272167
2020,7,吐鲁番,311724
2020,8,吐鲁番,250646
2020,9,吐鲁番,249995
2020,10,吐鲁番,307228
2020,11,吐鲁番,257226
2020,12,吐鲁番,371265
2021,1,吐鲁番,260728
2021,2,吐鲁番,210030
2021,3,吐鲁番,311831
2021,4,吐鲁番,310514
2021,5,吐鲁番,313846
2021,6,吐鲁番,315523
2021,7,吐鲁番,430079
2021,8,吐鲁番,280905
2021,9,吐鲁番,273181
2021,10,吐鲁番,281780
2021,11,吐鲁番,220066
2021,12,吐鲁番,206597
2022,1,吐鲁番,226903
2022,2,吐鲁番,254549
2022,3,吐鲁番,313855
2022,4,吐鲁番,295370
2022,5,吐鲁番,321588
2022,6,吐鲁番,406386
2022,7,吐鲁番,527295
2022,8,吐鲁番,385609
2022,9,吐鲁番,239119
2022,10,吐鲁番,243459
2022,11,吐鲁番,212285
2022,12,吐鲁番,196874
2023,1,吐鲁番,207701
2023,2,吐鲁番,226662
2023,3,吐鲁番,294330
2023,4,吐鲁番,287653
2023,5,吐鲁番,305654
2023,6,吐鲁番,380765
2023,7,吐鲁番,460298
2023,8,吐鲁番,388908
2023,9,吐鲁番,308180
2023,10,吐鲁番,282303
2023,11,吐鲁番,237016
2023,12,吐鲁番,215941
2011,1,吕梁,156710
2011,2,吕梁,128017
2011,3,吕梁,165926
2011,4,吕梁,168647
2011,5,吕梁,160649
2011,6,吕梁,157107
2011,7,吕梁,181522
2011,8,吕梁,185543
2011,9,吕梁,165433
2011,10,吕梁,175418
2011,11,吕梁,181115
2011,12,吕梁,167297
2012,1,吕梁,148854
2012,2,吕梁,158067
2012,3,吕梁,176004
2012,4,吕梁,180134
2012,5,吕梁,168805
2012,6,吕梁,159210
2012,7,吕梁,172533
2012,8,吕梁,157683
2012,9,吕梁,137680
2012,10,吕梁,145808
2012,11,吕梁,132088
2012,12,吕梁,131828
2013,1,吕梁,126836
2013,2,吕梁,108384
2013,3,吕梁,138448
2013,4,吕梁,127930
2013,5,吕梁,133077
2013,6,吕梁,125183
2013,7,吕梁,241817
2013,8,吕梁,248862
2013,9,吕梁,199892
2013,10,吕梁,202189
2013,11,吕梁,187809
2013,12,吕梁,194506
2014,1,吕梁,203580
2014,2,吕梁,210591
2014,3,吕梁,222694
2014,4,吕梁,227792
2014,5,吕梁,246091
2014,6,吕梁,256800
2014,7,吕梁,239274
2014,8,吕梁,282940
2014,9,吕梁,401540
2014,10,吕梁,269101
2014,11,吕梁,255834
2014,12,吕梁,280548
2015,1,吕梁,302547
2015,2,吕梁,246531
2015,3,吕梁,276955
2015,4,吕梁,251356
2015,5,吕梁,277773
2015,6,吕梁,270359
2015,7,吕梁,330657
2015,8,吕梁,352094
2015,9,吕梁,284362
2015,10,吕梁,308911
2015,11,吕梁,303089
2015,12,吕梁,293610
2016,1,吕梁,269280
2016,2,吕梁,277933
2016,3,吕梁,349400
2016,4,吕梁,279561
2016,5,吕梁,276056
2016,6,吕梁,268196
2016,7,吕梁,287803
2016,8,吕梁,274226
2016,9,吕梁,251985
2016,10,吕梁,274480
2016,11,吕梁,226885
2016,12,吕梁,264162
2017,1,吕梁,244299
2017,2,吕梁,237690
2017,3,吕梁,261524
2017,4,吕梁,411918
2017,5,吕梁,342114
2017,6,吕梁,374223
2017,7,吕梁,375691
2017,8,吕梁,344472
2017,9,吕梁,287390
2017,10,吕梁,294416
2017,11,吕梁,259147
2017,12,吕梁,253555
2018,1,吕梁,278882
2018,2,吕梁,251749
2018,3,吕梁,362484
2018,4,吕梁,333427
2018,5,吕梁,308326
2018,6,吕梁,311528
2018,7,吕梁,338754
2018,8,吕梁,329816
2018,9,吕梁,311609
2018,10,吕梁,297350
2018,11,吕梁,253023
2018,12,吕梁,257718
2019,1,吕梁,275888
2019,2,吕梁,262515
2019,3,吕梁,303142
2019,4,吕梁,276136
2019,5,吕梁,298012
2019,6,吕梁,290762
2019,7,吕梁,354967
2019,8,吕梁,346101
2019,9,吕梁,270107
2019,10,吕梁,288084
2019,11,吕梁,250703
2019,12,吕梁,273076
2020,1,吕梁,295256
2020,2,吕梁,298076
2020,3,吕梁,319627
2020,4,吕梁,297215
2020,5,吕梁,301272
2020,6,吕梁,271153
2020,7,吕梁,421419
2020,8,吕梁,391163
2020,9,吕梁,334342
2020,10,吕梁,326807
2020,11,吕梁,273409
2020,12,吕梁,335610
2021,1,吕梁,350564
2021,2,吕梁,278524
2021,3,吕梁,340893
2021,4,吕梁,306807
2021,5,吕梁,314242
2021,6,吕梁,335959
2021,7,吕梁,381362
2021,8,吕梁,306206
2021,9,吕梁,317659
2021,10,吕梁,335188
2021,11,吕梁,279359
2021,12,吕梁,318483
2022,1,吕梁,313999
2022,2,吕梁,303042
2022,3,吕梁,342274
2022,4,吕梁,317650
2022,5,吕梁,285676
2022,6,吕梁,330849
2022,7,吕梁,338002
2022,8,吕梁,329611
2022,9,吕梁,270325
2022,10,吕梁,266497
2022,11,吕梁,253312
2022,12,吕梁,235320
2023,1,吕梁,258380
2023,2,吕梁,290957
2023,3,吕梁,326320
2023,4,吕梁,300496
2023,5,吕梁,323141
2023,6,吕梁,302971
2023,7,吕梁,307351
2023,8,吕梁,293795
2023,9,吕梁,266781
2023,10,吕梁,245116
2023,11,吕梁,361363
2023,12,吕梁,273973
2011,1,吴忠,78180
2011,2,吴忠,71246
2011,3,吴忠,110955
2011,4,吴忠,103627
2011,5,吴忠,93763
2011,6,吴忠,94444
2011,7,吴忠,104193
2011,8,吴忠,127872
2011,9,吴忠,93502
2011,10,吴忠,101092
2011,11,吴忠,99192
2011,12,吴忠,96861
2012,1,吴忠,86584
2012,2,吴忠,95713
2012,3,吴忠,99635
2012,4,吴忠,91700
2012,5,吴忠,99165
2012,6,吴忠,106380
2012,7,吴忠,100800
2012,8,吴忠,89000
2012,9,吴忠,73422
2012,10,吴忠,79543
2012,11,吴忠,69779
2012,12,吴忠,62008
2013,1,吴忠,64274
2013,2,吴忠,60887
2013,3,吴忠,79658
2013,4,吴忠,76101
2013,5,吴忠,131559
2013,6,吴忠,89484
2013,7,吴忠,167210
2013,8,吴忠,180276
2013,9,吴忠,170160
2013,10,吴忠,169377
2013,11,吴忠,115974
2013,12,吴忠,105047
2014,1,吴忠,105085
2014,2,吴忠,116225
2014,3,吴忠,121931
2014,4,吴忠,127993
2014,5,吴忠,131240
2014,6,吴忠,125402
2014,7,吴忠,138680
2014,8,吴忠,182929
2014,9,吴忠,157252
2014,10,吴忠,144311
2014,11,吴忠,126679
2014,12,吴忠,139128
2015,1,吴忠,117666
2015,2,吴忠,96775
2015,3,吴忠,119261
2015,4,吴忠,167909
2015,5,吴忠,150658
2015,6,吴忠,136822
2015,7,吴忠,161945
2015,8,吴忠,195356
2015,9,吴忠,177623
2015,10,吴忠,133137
2015,11,吴忠,135155
2015,12,吴忠,165504
2016,1,吴忠,146938
2016,2,吴忠,112455
2016,3,吴忠,137220
2016,4,吴忠,143336
2016,5,吴忠,151615
2016,6,吴忠,166252
2016,7,吴忠,173197
2016,8,吴忠,187279
2016,9,吴忠,143805
2016,10,吴忠,148067
2016,11,吴忠,128709
2016,12,吴忠,137259
2017,1,吴忠,135068
2017,2,吴忠,127311
2017,3,吴忠,135713
2017,4,吴忠,148599
2017,5,吴忠,140745
2017,6,吴忠,163701
2017,7,吴忠,195352
2017,8,吴忠,197397
2017,9,吴忠,190581
2017,10,吴忠,207105
2017,11,吴忠,163218
2017,12,吴忠,156841
2018,1,吴忠,192660
2018,2,吴忠,137271
2018,3,吴忠,170384
2018,4,吴忠,177126
2018,5,吴忠,172844
2018,6,吴忠,168471
2018,7,吴忠,226531
2018,8,吴忠,192393
2018,9,吴忠,151050
2018,10,吴忠,161522
2018,11,吴忠,125632
2018,12,吴忠,135001
2019,1,吴忠,130711
2019,2,吴忠,133233
2019,3,吴忠,167963
2019,4,吴忠,164594
2019,5,吴忠,175033
2019,6,吴忠,151004
2019,7,吴忠,153410
2019,8,吴忠,176684
2019,9,吴忠,194172
2019,10,吴忠,160251
2019,11,吴忠,139316
2019,12,吴忠,110050
2020,1,吴忠,161288
2020,2,吴忠,150161
2020,3,吴忠,183820
2020,4,吴忠,164757
2020,5,吴忠,167138
2020,6,吴忠,193226
2020,7,吴忠,190824
2020,8,吴忠,195485
2020,9,吴忠,172646
2020,10,吴忠,193596
2020,11,吴忠,158673
2020,12,吴忠,166904
2021,1,吴忠,190014
2021,2,吴忠,165737
2021,3,吴忠,199075
2021,4,吴忠,166472
2021,5,吴忠,174095
2021,6,吴忠,160780
2021,7,吴忠,186967
2021,8,吴忠,186441
2021,9,吴忠,152492
2021,10,吴忠,222087
2021,11,吴忠,172609
2021,12,吴忠,135880
2022,1,吴忠,138057
2022,2,吴忠,156742
2022,3,吴忠,146552
2022,4,吴忠,155894
2022,5,吴忠,152291
2022,6,吴忠,142599
2022,7,吴忠,165831
2022,8,吴忠,174317
2022,9,吴忠,186906
2022,10,吴忠,166999
2022,11,吴忠,140478
2022,12,吴忠,143832
2023,1,吴忠,181319
2023,2,吴忠,177680
2023,3,吴忠,179724
2023,4,吴忠,219633
2023,5,吴忠,184506
2023,6,吴忠,181386
2023,7,吴忠,203905
2023,8,吴忠,216450
2023,9,吴忠,194616
2023,10,吴忠,192717
2023,11,吴忠,152259
2023,12,吴忠,166609
2011,1,周口,162095
2011,2,周口,150274
2011,3,周口,201373
2011,4,周口,168247
2011,5,周口,182282
2011,6,周口,179982
2011,7,周口,189044
2011,8,周口,189637
2011,9,周口,179540
2011,10,周口,174028
2011,11,周口,180842
2011,12,周口,190179
2012,1,周口,167496
2012,2,周口,173568
2012,3,周口,191793
2012,4,周口,179737
2012,5,周口,182459
2012,6,周口,190871
2012,7,周口,209809
2012,8,周口,193699
2012,9,周口,161824
2012,10,周口,158332
2012,11,周口,205377
2012,12,周口,170015
2013,1,周口,165887
2013,2,周口,157084
2013,3,周口,166522
2013,4,周口,169757
2013,5,周口,170041
2013,6,周口,164067
2013,7,周口,302596
2013,8,周口,303844
2013,9,周口,280352
2013,10,周口,338027
2013,11,周口,320777
2013,12,周口,273839
2014,1,周口,271530
2014,2,周口,261050
2014,3,周口,288108
2014,4,周口,296161
2014,5,周口,291701
2014,6,周口,299329
2014,7,周口,318369
2014,8,周口,359018
2014,9,周口,322030
2014,10,周口,315492
2014,11,周口,290028
2014,12,周口,309105
2015,1,周口,320780
2015,2,周口,268754
2015,3,周口,317213
2015,4,周口,323377
2015,5,周口,320858
2015,6,周口,381495
2015,7,周口,396887
2015,8,周口,379486
2015,9,周口,342054
2015,10,周口,322227
2015,11,周口,317133
2015,12,周口,334134
2016,1,周口,345156
2016,2,周口,294902
2016,3,周口,341696
2016,4,周口,320262
2016,5,周口,384830
2016,6,周口,446970
2016,7,周口,471449
2016,8,周口,454991
2016,9,周口,410284
2016,10,周口,399888
2016,11,周口,389733
2016,12,周口,455467
2017,1,周口,400571
2017,2,周口,410153
2017,3,周口,371200
2017,4,周口,300393
2017,5,周口,323892
2017,6,周口,385088
2017,7,周口,427060
2017,8,周口,415286
2017,9,周口,364263
2017,10,周口,348819
2017,11,周口,333782
2017,12,周口,337994
2018,1,周口,378409
2018,2,周口,330785
2018,3,周口,364308
2018,4,周口,354620
2018,5,周口,365731
2018,6,周口,373771
2018,7,周口,397186
2018,8,周口,378966
2018,9,周口,341476
2018,10,周口,370671
2018,11,周口,344526
2018,12,周口,373314
2019,1,周口,385681
2019,2,周口,348916
2019,3,周口,362711
2019,4,周口,348976
2019,5,周口,504400
2019,6,周口,405586
2019,7,周口,461696
2019,8,周口,438001
2019,9,周口,354961
2019,10,周口,370904
2019,11,周口,345150
2019,12,周口,365576
2020,1,周口,423479
2020,2,周口,455671
2020,3,周口,414533
2020,4,周口,409411
2020,5,周口,386890
2020,6,周口,361503
2020,7,周口,441724
2020,8,周口,436790
2020,9,周口,394513
2020,10,周口,391429
2020,11,周口,355177
2020,12,周口,387787
2021,1,周口,441393
2021,2,周口,362183
2021,3,周口,407680
2021,4,周口,377661
2021,5,周口,396257
2021,6,周口,401084
2021,7,周口,553960
2021,8,周口,435706
2021,9,周口,397475
2021,10,周口,395126
2021,11,周口,414642
2021,12,周口,456137
2022,1,周口,532697
2022,2,周口,393089
2022,3,周口,437337
2022,4,周口,392302
2022,5,周口,374932
2022,6,周口,369424
2022,7,周口,387038
2022,8,周口,357504
2022,9,周口,329086
2022,10,周口,338098
2022,11,周口,338248
2022,12,周口,313243
2023,1,周口,397147
2023,2,周口,325651
2023,3,周口,337885
2023,4,周口,330293
2023,5,周口,320351
2023,6,周口,350600
2023,7,周口,388384
2023,8,周口,365944
2023,9,周口,348914
2023,10,周口,357969
2023,11,周口,373156
