year,month,city,nums
2018,10,滁州,2
2018,10,滨州,1
2018,10,漯河,3
2018,10,漳州,5
2018,10,潍坊,159
2018,10,潮州,2
2018,10,濮阳,3
2018,10,烟台,119
2018,10,焦作,1
2018,10,牡丹江,72
2018,10,玉林,70
2018,10,玉溪,1
2018,10,珠海,11
2018,10,白银,3
2018,10,百色,99
2018,10,益阳,3
2018,10,盐城,1
2018,10,盘锦,2
2018,10,眉山,4
2018,10,石嘴山,1
2018,10,石家庄,286
2018,10,福州,340
2018,10,秦皇岛,1
2018,10,绍兴,64
2018,10,绵阳,99
2018,10,聊城,2
2018,10,自贡,3
2018,10,芜湖,184
2018,10,苏州,577
2018,10,茂名,1
2018,10,荆州,145
2018,10,荆门,4
2018,10,莆田,4
2018,10,莱芜,1
2018,10,菏泽,114
2018,10,萍乡,2
2018,10,蚌埠,1
2018,10,衡水,3
2018,10,西宁,60
2018,10,西安,396
2018,10,许昌,8
2018,10,诸暨,1
2018,10,贵港,1
2018,10,贵阳,224
2018,10,贺州,2
2018,10,赣州,167
2018,10,辽阳,1
2018,10,达州,1
2018,10,连云港,29
2018,10,遂宁,1
2018,10,遵义,152
2018,10,邢台,2
2018,10,邯郸,172
2018,10,郑州,425
2018,10,郴州,3
2018,10,重庆,496
2018,10,金华,139
2018,10,钦州,5
2018,10,铜川,1
2018,10,铜陵,2
2018,10,银川,101
2018,10,锦州,69
2018,10,镇江,2
2018,10,长春,167
2018,10,长沙,356
2018,10,长治,1
2018,10,防城港,2
2018,10,阳江,4
2018,10,陇南,2
2018,10,青岛,270
2018,10,韶关,4
2018,10,马鞍山,82
2018,10,驻马店,2
2018,10,鹰潭,2
2018,10,黄山,4
2018,10,黄石,2
2018,10,齐齐哈尔,1
2018,10,龙岩,5
2018,11,nan,178
2018,11,三亚,18
2018,11,三明,2
2018,11,上海,906
2018,11,上饶,3
2018,11,不限,29
2018,11,东莞,154
2018,11,东营,6
2018,11,中山,178
2018,11,临沂,90
2018,11,临沧,2
2018,11,丹东,1
2018,11,丽水,13
2018,11,丽江,1
2018,11,乌兰察布,1
2018,11,乌海,1
2018,11,乌鲁木齐,62
2018,11,乐山,5
2018,11,九江,72
2018,11,亳州,2
2018,11,佛山,136
2018,11,佳木斯,1
2018,11,保定,95
2018,11,保山,2
2018,11,六安,3
2018,11,六盘水,1
2018,11,兰州,124
2018,11,内江,4
2018,11,凉山,1
2018,11,包头,28
2018,11,北京,3276
2018,11,北海,11
2018,11,十堰,40
2018,11,南京,457
2018,11,南充,8
2018,11,南宁,233
2018,11,南平,7
2018,11,南昌,271
2018,11,南通,112
2018,11,南阳,54
2018,11,厦门,361
2018,11,台州,159
2018,11,合肥,511
2018,11,吉安,1
2018,11,吉林,62
2018,11,吕梁,1
2018,11,周口,5
2018,11,呼和浩特,62
2018,11,咸宁,1
2018,11,咸阳,73
2018,11,哈尔滨,197
2018,11,唐山,86
2018,11,商丘,1
2018,11,嘉兴,141
2018,11,四平,54
2018,11,固原,6
2018,11,大同,83
2018,11,大庆,63
2018,11,大理白族自治州,4
2018,11,大连,167
2018,11,天水,65
2018,11,天津,566
2018,11,太原,263
2018,11,威海,66
2018,11,娄底,1
2018,11,孝感,3
2018,11,宁德,1
2018,11,宁波,453
2018,11,安庆,9
2018,11,安康,1
2018,11,安阳,34
2018,11,宜宾,1
2018,11,宜昌,110
2018,11,宜春,1
2018,11,宝鸡,66
2018,11,宣城,8
2018,11,宿州,6
2018,11,宿迁,3
2018,11,射洪,1
2018,11,岳阳,3
2018,11,崇左,1
2018,11,巴中,5
2018,11,常州,312
2018,11,常德,82
2018,11,平顶山,1
2018,11,广元,3
2018,11,广安,1
2018,11,广州,1354
2018,11,廊坊,179
2018,11,延安,2
2018,11,开封,6
2018,11,张家口,9
2018,11,徐州,169
2018,11,德州,15
2018,11,德阳,5
2018,11,忻州,4
2018,11,惠州,39
2018,11,成都,1058
2018,11,扬州,97
2018,11,承德,2
2018,11,抚州,1
2018,11,拉萨,7
2018,11,揭阳,1
2018,11,文山壮族苗族自治州,1
2018,11,新乡,126
2018,11,无锡,244
2018,11,日照,4
2018,11,昆明,352
2018,11,昭通,4
2018,11,晋中,5
2018,11,晋城,2
2018,11,景德镇,2
2018,11,曲靖,2
2018,11,朔州,2
2018,11,朝阳,43
2018,11,本溪,2
2018,11,杭州,1112
2018,11,松原,1
2018,11,枣庄,7
2018,11,柳州,3
2018,11,株洲,107
2018,11,桂林,48
2018,11,梅州,2
2018,11,梧州,1
2018,11,榆林,1
2018,11,武威,2
2018,11,武汉,959
2018,11,毕节,1
2018,11,汉中,1
2018,11,汕头,21
2018,11,汕尾,1
2018,11,江门,14
2018,11,沈阳,343
2018,11,沧州,14
2018,11,河源,2
2018,11,泉州,291
2018,11,泰安,7
2018,11,泰州,3
2018,11,泸州,3
2018,11,洛阳,144
2018,11,济南,454
2018,11,济宁,20
2018,11,海口,136
2018,11,淄博,108
2018,11,淮北,1
2018,11,淮南,1
2018,11,淮安,3
2018,11,深圳,1125
2018,11,清远,6
2018,11,温州,191
2018,11,湖州,25
2018,11,湘潭,2
2018,11,湛江,8
2018,11,滁州,2
2018,11,滨州,6
2018,11,漯河,2
2018,11,漳州,22
2018,11,潍坊,157
2018,11,潮州,2
2018,11,澳门,4
2018,11,濮阳,16
2018,11,烟台,188
2018,11,焦作,5
2018,11,牡丹江,84
2018,11,玉林,13
2018,11,玉溪,3
2018,11,珠海,43
2018,11,白山,2
2018,11,百色,20
2018,11,益阳,1
2018,11,盐城,10
2018,11,盘锦,2
2018,11,眉山,5
2018,11,石家庄,663
2018,11,福州,525
2018,11,秦皇岛,19
2018,11,绍兴,115
2018,11,绵阳,95
2018,11,聊城,4
2018,11,肇庆,7
2018,11,自贡,8
2018,11,舟山,6
2018,11,芜湖,120
2018,11,苏州,567
2018,11,茂名,6
2018,11,荆州,69
2018,11,荆门,2
2018,11,莆田,26
2018,11,菏泽,89
2018,11,营口,1
2018,11,葫芦岛,3
2018,11,蚌埠,4
2018,11,衡水,7
2018,11,衡阳,2
2018,11,衢州,13
2018,11,襄阳,1
2018,11,西双版纳傣族自治州,4
2018,11,西宁,27
2018,11,西安,499
2018,11,许昌,6
2018,11,贵港,1
2018,11,贵阳,216
2018,11,贺州,1
2018,11,资阳,1
2018,11,赣州,101
2018,11,赤峰,2
2018,11,辽阳,3
2018,11,达州,3
2018,11,运城,1
2018,11,连云港,57
2018,11,通化,1
2018,11,通辽,2
2018,11,遂宁,1
2018,11,遵义,95
2018,11,邢台,20
2018,11,邯郸,204
2018,11,邵阳,1
2018,11,郑州,654
2018,11,郴州,6
2018,11,鄂尔多斯,1
2018,11,鄂州,2
2018,11,重庆,1002
2018,11,金华,150
2018,11,钦州,1
2018,11,铁岭,1
2018,11,银川,33
2018,11,锡林郭勒盟,1
2018,11,锦州,52
2018,11,镇江,5
2018,11,长春,230
2018,11,长沙,506
2018,11,阜阳,7
2018,11,防城港,1
2018,11,阳江,1
2018,11,随州,2
2018,11,雅安,2
2018,11,青岛,443
2018,11,鞍山,2
2018,11,韶关,6
2018,11,马鞍山,51
2018,11,驻马店,2
2018,11,鸡西,1
2018,11,鹤壁,7
2018,11,鹰潭,1
2018,11,黄山,2
2018,11,黄石,3
2018,11,齐齐哈尔,1
2018,11,龙岩,4
2018,12,三亚,15
2018,12,上海,319
2018,12,东莞,16
2018,12,中山,56
2018,12,临汾,1
2018,12,临沂,35
2018,12,临沧,1
2018,12,丹东,1
2018,12,义乌,1
2018,12,乌鲁木齐,40
2018,12,九江,15
2018,12,余姚,2
2018,12,佛山,14
2018,12,保定,2
2018,12,信阳,1
2018,12,兰州,56
2018,12,包头,15
2018,12,北京,658
2018,12,北海,2
2018,12,十堰,25
2018,12,南京,259
2018,12,南充,2
2018,12,南宁,129
2018,12,南昌,143
2018,12,南通,53
2018,12,南阳,28
2018,12,厦门,345
2018,12,台州,107
2018,12,合肥,447
2018,12,吉林,40
2018,12,吕梁,40
2018,12,周口,3
2018,12,呼和浩特,58
2018,12,咸阳,25
2018,12,哈尔滨,107
2018,12,商洛,1
2018,12,嘉兴,85
2018,12,四平,5
2018,12,大同,410
2018,12,大庆,18
2018,12,大理白族自治州,8
2018,12,大连,92
2018,12,天水,4
2018,12,天津,296
2018,12,太原,371
2018,12,威海,20
2018,12,娄底,1
2018,12,宁德,1
2018,12,宁波,149
2018,12,安庆,2
2018,12,安阳,14
2018,12,宜昌,24
2018,12,宝鸡,8
2018,12,宿迁,1
2018,12,巴中,1
2018,12,常州,61
2018,12,常德,21
2018,12,平顶山,2
2018,12,广州,649
2018,12,廊坊,79
2018,12,开封,2
2018,12,徐州,103
2018,12,德州,3
2018,12,忻州,1
2018,12,惠州,2
2018,12,成都,1100
2018,12,扬州,26
2018,12,承德,2
2018,12,抚州,1
2018,12,抚顺,1
2018,12,拉萨,7
2018,12,攀枝花,2
2018,12,新乡,41
2018,12,新余,1
2018,12,无锡,84
2018,12,日照,1
2018,12,昆明,174
2018,12,昌吉回族自治州,1
2018,12,昭通,1
2018,12,晋中,55
2018,12,晋城,6
2018,12,景德镇,1
2018,12,曲靖,4
2018,12,朝阳,7
2018,12,杭州,247
2018,12,柳州,2
2018,12,株洲,32
2018,12,桂林,34
2018,12,武汉,552
2018,12,汕头,2
2018,12,江门,7
2018,12,池州,1
2018,12,沈阳,133
2018,12,沧州,1
2018,12,河源,1
2018,12,泉州,234
2018,12,泰州,1
2018,12,洛阳,100
2018,12,济南,139
2018,12,济宁,3
2018,12,海口,87
2018,12,淄博,17
2018,12,淮安,2
2018,12,深圳,447
2018,12,清远,1
2018,12,温州,125
2018,12,渭南,1
2018,12,湖州,2
2018,12,湘潭,1
2018,12,滁州,3
2018,12,漳州,1
2018,12,潍坊,82
2018,12,澳门,2
2018,12,烟台,87
2018,12,牡丹江,8
2018,12,玉林,4
2018,12,玉溪,1
2018,12,珠海,10
2018,12,百色,4
2018,12,盐城,4
2018,12,盘锦,1
2018,12,石家庄,405
2018,12,福州,170
2018,12,绍兴,30
2018,12,绵阳,37
2018,12,芜湖,112
2018,12,苏州,270
2018,12,茂名,1
2018,12,荆州,14
2018,12,菏泽,62
2018,12,萍乡,1
2018,12,衡阳,1
2018,12,衢州,5
2018,12,襄樊,1
2018,12,西宁,20
2018,12,西安,234
2018,12,许昌,2
2018,12,贵阳,113
2018,12,赣州,31
2018,12,运城,6
2018,12,连云港,20
2018,12,遵义,18
2018,12,邢台,2
2018,12,邯郸,186
2018,12,郑州,176
2018,12,重庆,392
2018,12,金华,33
2018,12,铜陵,1
2018,12,银川,37
2018,12,锦州,11
2018,12,长春,53
2018,12,长沙,176
2018,12,长治,22
2018,12,阜阳,8
2018,12,阳泉,8
2018,12,青岛,195
2018,12,马鞍山,32
2018,12,鹤壁,1
2018,12,黄山,1
2018,12,黄石,1
2018,12,齐齐哈尔,1
2019,1,nan,2
2019,1,三亚,61
2019,1,三明,4
2019,1,三门峡,7
2019,1,上海,1284
2019,1,上饶,3
2019,1,东莞,40
2019,1,东营,10
2019,1,中山,74
2019,1,临汾,25
2019,1,临沂,165
2019,1,临沧,2
2019,1,丽水,9
2019,1,丽江,3
2019,1,义乌,1
2019,1,乌兰察布,1
2019,1,乌鲁木齐,90
2019,1,乐山,3
2019,1,九江,120
2019,1,亳州,10
2019,1,伊春,1
2019,1,余姚,3
2019,1,佛山,44
2019,1,保定,12
2019,1,保山,5
2019,1,信阳,2
2019,1,克拉玛依,3
2019,1,六安,4
2019,1,六盘水,1
2019,1,兰州,122
2019,1,包头,14
2019,1,北京,3070
2019,1,北海,4
2019,1,十堰,44
2019,1,南京,538
2019,1,南充,30
2019,1,南宁,268
2019,1,南平,6
2019,1,南昌,295
2019,1,南通,113
2019,1,南阳,104
2019,1,厦门,577
2019,1,双鸭山,4
2019,1,台州,276
2019,1,合肥,684
2019,1,吉安,2
2019,1,吉林,152
2019,1,周口,2
2019,1,呼和浩特,76
2019,1,咸宁,2
2019,1,咸阳,174
2019,1,哈尔滨,216
2019,1,唐山,18
2019,1,商丘,10
2019,1,商洛,33
2019,1,嘉兴,158
2019,1,四平,161
2019,1,固原,4
2019,1,塔城地区,1
2019,1,大同,273
2019,1,大庆,82
2019,1,大理白族自治州,17
2019,1,大连,202
2019,1,天水,25
2019,1,天津,635
2019,1,天门,1
2019,1,太原,328
2019,1,威海,100
2019,1,孝感,6
2019,1,宁德,7
2019,1,宁波,613
2019,1,安庆,4
2019,1,安康,12
2019,1,安阳,53
2019,1,定西,1
2019,1,宜宾,30
2019,1,宜昌,84
2019,1,宜春,3
2019,1,宝鸡,128
2019,1,宣城,8
2019,1,宿州,4
2019,1,宿迁,20
2019,1,岳阳,5
2019,1,巴中,1
2019,1,常州,215
2019,1,常德,117
2019,1,平顶山,3
2019,1,广元,4
2019,1,广安,6
2019,1,广州,1107
2019,1,庆阳,1
2019,1,廊坊,146
2019,1,延安,9
2019,1,开封,6
2019,1,张家口,10
2019,1,张家界,1
2019,1,张掖,2
2019,1,徐州,176
2019,1,德宏傣族景颇族自治州,3
2019,1,德州,8
2019,1,德阳,68
2019,1,忻州,3
2019,1,怀化,2
2019,1,惠州,17
2019,1,成都,1027
2019,1,扬州,166
2019,1,承德,9
2019,1,抚州,6
2019,1,抚顺,9
2019,1,拉萨,7
2019,1,揭阳,1
2019,1,文山壮族苗族自治州,1
2019,1,新乡,157
2019,1,新余,2
2019,1,无锡,263
2019,1,日照,11
2019,1,昆山,1
2019,1,昆明,222
2019,1,昌吉,1
2019,1,昌都地区,1
2019,1,昭通,10
2019,1,晋中,34
2019,1,晋城,1
2019,1,普洱,4
2019,1,景德镇,1
2019,1,曲靖,6
2019,1,朔州,1
2019,1,朝阳,147
2019,1,杭州,1046
2019,1,枣庄,9
2019,1,柳州,12
2019,1,株洲,156
2019,1,桂林,134
2019,1,梅州,7
2019,1,楚雄彝族自治州,3
2019,1,榆林,7
2019,1,武威,1
2019,1,武汉,821
2019,1,永州,3
2019,1,汉中,8
2019,1,汕头,26
2019,1,汕尾,5
2019,1,江门,24
2019,1,池州,1
2019,1,沈阳,208
2019,1,沧州,19
2019,1,河池,2
2019,1,河源,3
2019,1,泉州,456
2019,1,泰安,10
2019,1,泰州,10
2019,1,泸州,7
2019,1,洛阳,213
2019,1,济南,377
2019,1,济宁,22
2019,1,海口,110
2019,1,海外,1
2019,1,淄博,101
2019,1,淮北,6
2019,1,淮南,1
2019,1,淮安,16
2019,1,深圳,1153
2019,1,清远,3
2019,1,温州,345
2019,1,渭南,26
2019,1,湖州,54
2019,1,湘潭,4
2019,1,湛江,10
2019,1,滁州,4
2019,1,滨州,16
2019,1,漯河,1
2019,1,漳州,18
2019,1,潍坊,329
2019,1,潮州,4
2019,1,澳门,1
2019,1,濮阳,11
2019,1,烟台,304
2019,1,焦作,9
2019,1,牡丹江,45
2019,1,玉林,90
2019,1,玉溪,5
2019,1,珠海,60
2019,1,白城,3
2019,1,白银,1
2019,1,百色,8
2019,1,益阳,4
2019,1,盐城,13
2019,1,盘锦,2
2019,1,眉山,32
2019,1,石家庄,806
2019,1,福州,478
2019,1,秦皇岛,11
2019,1,绍兴,222
2019,1,绵阳,244
2019,1,聊城,7
2019,1,肇庆,3
2019,1,自贡,4
2019,1,舟山,45
2019,1,芜湖,313
2019,1,苏州,754
2019,1,茂名,2
2019,1,荆州,87
2019,1,荆门,3
2019,1,莆田,14
2019,1,莱芜,4
2019,1,菏泽,162
2019,1,萍乡,6
2019,1,营口,4
2019,1,葫芦岛,2
2019,1,蚌埠,2
2019,1,衡水,3
2019,1,衡阳,6
2019,1,衢州,21
2019,1,襄樊,6
2019,1,西双版纳傣族自治州,2
2019,1,西宁,26
2019,1,西安,417
2019,1,许昌,8
2019,1,诸暨,1
2019,1,贵港,3
2019,1,贵阳,234
2019,1,资阳,3
2019,1,赣州,75
2019,1,赤峰,3
2019,1,辽阳,3
2019,1,运城,3
2019,1,连云港,193
2019,1,通化,1
2019,1,遂宁,7
2019,1,遵义,107
2019,1,邢台,16
2019,1,邯郸,269
2019,1,邵阳,4
2019,1,郑州,548
2019,1,郴州,7
2019,1,鄂尔多斯,1
2019,1,鄂州,2
2019,1,重庆,969
2019,1,金华,246
2019,1,金昌,1
2019,1,钦州,2
2019,1,铁岭,2
2019,1,铜川,10
2019,1,铜陵,8
2019,1,银川,45
2019,1,锦州,56
2019,1,镇江,19
2019,1,长春,120
2019,1,长沙,540
2019,1,长治,34
2019,1,阜新,7
2019,1,阜阳,7
2019,1,防城港,1
2019,1,阳江,9
2019,1,阿坝藏族羌族自治州,3
2019,1,陇南,1
2019,1,随州,1
2019,1,雅安,6
2019,1,青岛,491
2019,1,鞍山,7
2019,1,韶关,5
2019,1,马鞍山,44
2019,1,驻马店,3
2019,1,鸡西,1
2019,1,鹤壁,11
2019,1,鹤岗,1
2019,1,鹰潭,1
2019,1,黄冈,4
2019,1,黄山,1
2019,1,黄石,4
2019,1,黔西南布依族苗族自治州,2
2019,1,齐齐哈尔,3
2019,1,龙岩,13
2019,2,nan,281
2019,2,七台河,3
2019,2,三亚,39
2019,2,三明,24
2019,2,三门峡,4
2019,2,上海,1365
2019,2,上饶,43
2019,2,东莞,149
2019,2,东营,31
2019,2,中山,238
2019,2,临汾,56
2019,2,临沂,262
2019,2,临沧,3
2019,2,临清,1
2019,2,丹东,32
2019,2,丽水,25
2019,2,丽江,13
2019,2,乌兰察布,1
2019,2,乌海,21
2019,2,乌鲁木齐,116
2019,2,乐山,63
2019,2,乐清,1
2019,2,九江,290
2019,2,云浮,8
2019,2,亳州,17
2019,2,伊春,3
2019,2,伊犁,2
2019,2,余姚,1
2019,2,佛山,5032
2019,2,佳木斯,1
2019,2,保定,50
2019,2,保山,26
2019,2,信阳,12
2019,2,六安,26
2019,2,六盘水,12
2019,2,兰州,247
2019,2,内江,18
2019,2,包头,105
2019,2,北京,2103
2019,2,北海,8
2019,2,十堰,238
2019,2,南京,437
2019,2,南充,46
2019,2,南宁,209
2019,2,南平,24
2019,2,南昌,436
2019,2,南通,266
2019,2,南阳,315
2019,2,厦门,624
2019,2,双鸭山,8
2019,2,台州,260
2019,2,合肥,1085
2019,2,吉安,65
2019,2,吉林,266
2019,2,吕梁,87
2019,2,吴忠,2
2019,2,周口,11
2019,2,呼伦贝尔,2
2019,2,呼和浩特,171
2019,2,咸宁,12
2019,2,咸阳,301
2019,2,哈密地区,1
2019,2,哈尔滨,310
2019,2,唐山,57
2019,2,商丘,27
2019,2,商洛,156
2019,2,嘉兴,283
2019,2,嘉峪关,24
2019,2,四平,178
2019,2,固原,13
2019,2,大同,483
2019,2,大庆,254
2019,2,大理,1
2019,2,大理白族自治州,18
2019,2,大连,251
2019,2,天水,204
2019,2,天津,805
2019,2,太原,1121
2019,2,威海,206
2019,2,娄底,3
2019,2,孝感,14
2019,2,宁德,38
2019,2,宁波,637
2019,2,安庆,20
2019,2,安康,40
2019,2,安阳,272
2019,2,安顺,13
2019,2,定西,8
2019,2,宜宾,90
2019,2,宜昌,417
2019,2,宜春,39
2019,2,宝鸡,309
2019,2,宣城,33
2019,2,宿州,18
2019,2,宿迁,42
2019,2,山南地区,1
2019,2,岳阳,27
2019,2,崇左,1
2019,2,巴中,15
2019,2,常州,472
2019,2,常德,327
2019,2,平凉,7
2019,2,平顶山,18
2019,2,广元,13
2019,2,广安,19
2019,2,广州,1452
2019,2,庆阳,10
2019,2,廊坊,347
2019,2,延安,31
2019,2,开封,26
2019,2,张家口,12
2019,2,张家界,2
2019,2,张掖,20
2019,2,徐州,353
2019,2,德宏傣族景颇族自治州,4
2019,2,德州,17
2019,2,德阳,617
2019,2,忻州,28
2019,2,怀化,9
2019,2,恩施,2
2019,2,惠州,35
2019,2,成都,1348
2019,2,扬州,191
2019,2,承德,9
2019,2,抚州,19
2019,2,抚顺,10
2019,2,拉萨,14
2019,2,揭阳,6
2019,2,攀枝花,17
2019,2,文山壮族苗族自治州,1
2019,2,新乡,292
2019,2,新余,45
2019,2,无锡,359
2019,2,日照,41
2019,2,昆山,2
2019,2,昆明,497
2019,2,昭通,4
2019,2,晋中,294
2019,2,晋城,141
2019,2,普洱,63
2019,2,景德镇,47
2019,2,曲靖,44
2019,2,朔州,7
2019,2,朝阳,229
2019,2,本溪,5
2019,2,来宾,6
2019,2,杭州,725
2019,2,松原,4
2019,2,枣庄,34
2019,2,柳州,12
2019,2,株洲,327
2019,2,桂林,156
2019,2,梅州,17
2019,2,梧州,3
2019,2,楚雄彝族自治州,5
2019,2,榆林,8
2019,2,武威,16
2019,2,武汉,680
2019,2,毕节,1
2019,2,永州,7
2019,2,汉中,26
2019,2,汕头,16
2019,2,汕尾,17
2019,2,江门,2277
2019,2,池州,30
2019,2,沈阳,315
2019,2,沧州,15
2019,2,河源,19
2019,2,泉州,479
2019,2,泰安,97
2019,2,泰州,42
2019,2,泸州,246
2019,2,洛阳,366
2019,2,济南,472
2019,2,济宁,110
2019,2,海口,186
2019,2,淄博,229
2019,2,淮北,45
2019,2,淮南,15
2019,2,淮安,40
2019,2,深圳,1537
2019,2,清远,7
2019,2,温州,432
2019,2,渭南,27
2019,2,湖州,154
2019,2,湘潭,17
2019,2,湘西土家族苗族自治州,1
2019,2,湛江,53
2019,2,滁州,29
2019,2,滨州,46
2019,2,漯河,8
2019,2,漳州,58
2019,2,潍坊,277
2019,2,潮州,15
2019,2,濮阳,8
2019,2,烟台,317
2019,2,焦作,34
2019,2,牡丹江,250
2019,2,玉林,56
2019,2,玉溪,24
2019,2,珠海,623
2019,2,瓦房店,1
2019,2,甘孜藏族自治州,2
2019,2,白城,1
2019,2,白山,6
2019,2,白银,5
2019,2,百色,18
2019,2,益阳,14
2019,2,盐城,54
2019,2,盘锦,7
2019,2,眉山,247
2019,2,石嘴山,6
2019,2,石家庄,845
2019,2,福州,541
2019,2,秦皇岛,27
2019,2,红河哈尼族彝族自治州,2
2019,2,绍兴,195
2019,2,绥化,6
2019,2,绵阳,590
2019,2,聊城,20
2019,2,肇庆,13
2019,2,自贡,242
2019,2,舟山,79
2019,2,芜湖,265
2019,2,苏州,788
2019,2,茂名,4
2019,2,荆州,256
2019,2,荆门,8
2019,2,莆田,48
2019,2,莱芜,14
2019,2,菏泽,271
2019,2,萍乡,45
2019,2,营口,5
2019,2,葫芦岛,16
2019,2,蚌埠,43
2019,2,衡水,14
2019,2,衡阳,32
2019,2,衢州,158
2019,2,襄樊,12
2019,2,西双版纳傣族自治州,1
2019,2,西宁,82
2019,2,西安,593
2019,2,许昌,24
2019,2,诸暨,4
2019,2,贵港,9
2019,2,贵阳,259
2019,2,贺州,13
2019,2,资阳,19
2019,2,赣州,258
2019,2,赤峰,7
2019,2,辽源,3
2019,2,辽阳,25
2019,2,达州,28
2019,2,运城,83
2019,2,连云港,207
2019,2,通化,5
2019,2,通辽,1
2019,2,遂宁,30
2019,2,遵义,272
2019,2,邢台,49
2019,2,邯郸,383
2019,2,邵阳,2
2019,2,郑州,700
2019,2,郴州,15
2019,2,鄂尔多斯,5
2019,2,酒泉,7
2019,2,重庆,799
2019,2,金华,459
2019,2,金昌,8
2019,2,钦州,5
2019,2,铁岭,10
2019,2,铜川,15
2019,2,铜陵,27
2019,2,银川,106
2019,2,锡林郭勒盟,1
2019,2,锦州,238
2019,2,镇江,52
2019,2,长春,249
2019,2,长沙,474
2019,2,长治,292
2019,2,阜新,21
2019,2,阜阳,52
2019,2,防城港,3
2019,2,阳江,17
2019,2,阳泉,22
2019,2,阿坝藏族羌族自治州,1
2019,2,陇南,7
2019,2,随州,4
2019,2,雅安,35
2019,2,青岛,355
2019,2,青州,1
2019,2,鞍山,9
2019,2,韶关,10
2019,2,香港,5
2019,2,马鞍山,177
2019,2,驻马店,6
2019,2,鸡西,2
2019,2,鹤壁,29
2019,2,鹤岗,7
2019,2,鹰潭,41
2019,2,黄冈,6
2019,2,黄山,4
2019,2,黄石,4
2019,2,黑河,1
2019,2,黔南布依族苗族自治州,1
2019,2,黔西南布依族苗族自治州,3
2019,2,齐齐哈尔,4
2019,2,龙岩,38
2019,3,nan,20
2019,3,七台河,1
2019,3,三亚,7
2019,3,三明,102
2019,3,三门峡,12
2019,3,上海,3005
2019,3,上饶,213
2019,3,不限,1
2019,3,东莞,329
2019,3,东营,10
2019,3,中山,396
2019,3,临汾,28
2019,3,临沂,125
2019,3,临沧,28
2019,3,丹东,68
2019,3,丽水,369
2019,3,丽江,74
2019,3,义乌,2
2019,3,乌兰察布,4
2019,3,乌海,11
2019,3,乌鲁木齐,81
2019,3,乐山,517
2019,3,乐清,1
2019,3,九江,200
2019,3,云浮,3
2019,3,亳州,93
2019,3,仙桃,4
2019,3,佛山,276
2019,3,保定,260
2019,3,保山,135
2019,3,信阳,7
2019,3,克拉玛依,1
2019,3,六安,129
2019,3,六盘水,3
2019,3,兰州,69
2019,3,兴安盟,1
2019,3,内江,32
2019,3,凉山彝族自治州,6
2019,3,包头,90
2019,3,北京,3414
2019,3,北海,7
2019,3,十堰,171
2019,3,南京,1843
2019,3,南充,412
2019,3,南宁,341
2019,3,南平,131
2019,3,南昌,994
2019,3,南通,852
2019,3,南阳,172
2019,3,博尔塔拉蒙古自治州,1
2019,3,厦门,2256
2019,3,双鸭山,2
2019,3,台州,540
2019,3,合肥,1465
2019,3,吉安,143
2019,3,吉林,63
2019,3,吐鲁番,1
2019,3,吕梁,35
2019,3,周口,10
2019,3,呼伦贝尔,2
2019,3,呼和浩特,455
2019,3,和田地区,1
2019,3,咸宁,6
2019,3,咸阳,60
2019,3,哈密地区,4
2019,3,哈尔滨,149
2019,3,唐山,44
2019,3,商丘,14
2019,3,商洛,136
2019,3,喀什地区,3
2019,3,嘉兴,871
2019,3,嘉峪关,2
2019,3,四平,25
2019,3,固原,1
2019,3,大同,49
2019,3,大庆,28
2019,3,大理,1
2019,3,大理白族自治州,91
2019,3,大连,215
2019,3,天水,6
2019,3,天津,637
2019,3,太原,317
2019,3,威海,353
2019,3,娄底,1
2019,3,孝感,13
2019,3,宁德,235
2019,3,宁波,1583
2019,3,安庆,7
2019,3,安康,8
2019,3,安阳,59
2019,3,安顺,7
2019,3,宜宾,23
2019,3,宜昌,38
2019,3,宜春,282
2019,3,宝鸡,20
2019,3,宣城,194
2019,3,宿州,5
2019,3,宿迁,317
2019,3,岳阳,208
2019,3,巴中,6
2019,3,常州,1088
2019,3,常德,34
2019,3,平顶山,6
2019,3,广元,13
2019,3,广安,15
2019,3,广州,5475
2019,3,庆阳,60
2019,3,廊坊,74
2019,3,延安,7
2019,3,开封,19
2019,3,张家口,9
2019,3,张家界,4
2019,3,张掖,44
2019,3,徐州,464
2019,3,德宏傣族景颇族自治州,32
2019,3,德州,22
2019,3,德阳,249
2019,3,忻州,397
2019,3,怀化,5
2019,3,怒江傈僳族自治州,20
2019,3,恩施土家族苗族自治州,1
2019,3,惠州,53
2019,3,成都,1518
2019,3,扬州,410
2019,3,承德,4
2019,3,抚州,5
2019,3,抚顺,135
2019,3,拉萨,15
2019,3,揭阳,8
2019,3,攀枝花,6
2019,3,文山壮族苗族自治州,5
2019,3,新乡,128
2019,3,新余,131
2019,3,无锡,1055
2019,3,日照,292
2019,3,昆山,1
2019,3,昆明,212
2019,3,昌吉回族自治州,1
2019,3,昭通,7
2019,3,晋中,23
2019,3,晋城,171
2019,3,普洱,95
2019,3,景德镇,85
2019,3,曲靖,159
2019,3,朔州,14
2019,3,朝阳,16
2019,3,本溪,6
2019,3,来宾,1
2019,3,杭州,3148
2019,3,松原,1
2019,3,林芝地区,1
2019,3,枣庄,121
2019,3,柳州,7
2019,3,株洲,59
2019,3,桂林,105
2019,3,梅州,6
2019,3,梧州,4
2019,3,楚雄彝族自治州,64
2019,3,榆林,2
